"platName","compname","avg_revenue","投资期限","注册资金","自动投标","债权转让","资金托管","投标保障","保障模式","担保机构","业务类型","xingzhi","考察报告","risk_capital","user_capital","if_tuoguan","platId","allPlatPin","problem_time","online_tine","re_capital","origin","待收金额","涉及人数","event"
"芝麻e贷网","zmedw","11%","4-6月标(27.0%)、3月标(23.0%)等","2000万元","不支持","随时","无托管","全额本息保障","小贷公司、平台垫付、风险准备金(1000万元)",NA,"个人信用贷(20%)、车贷(30%)、房贷(30%)、银行过桥(10%)、供应链(10%)","民营系",NA,NA,NA,0,2390,"zhimaedaiwang",NA,NA,NA,NA,NA,NA,"1"
"芝麻宝金服","zmbjf",NA,NA,"20000万元","不支持","随时","用户资金托管托管机构为联动优势","第三方债券回购","融资性担保公司、非融资性担保公司、保理公司、融资租赁",NA,"个人信用贷(10%)、票据(20%)、车贷(10%)、债券流转(10%)、融资租赁(10%)、商业保理(10%)","民营系",NA,NA,"联动优势",1,4203,"zhimabaojinfu",NA,NA,NA,NA,NA,NA,"1"
"芝麻贷","zmd",NA,"3月标(100.0%)","1050万元","不支持","随时","用户资金托管托管机构为汇付天下",NA,NA,NA,NA,"民营系",NA,NA,"汇付天下",1,2386,"zhimadai",NA,NA,NA,NA,NA,NA,"1"
"芝麻金融","zmjr","12.9%","4-6月标(40.0%)、3月标(40.0%)等","10000万元","不支持","不可转让","用户资金托管托管机构为易宝支付","融资性担保公司承担连带责任担保","融资性担保公司",NA,"个人信用贷(2%)、车贷(2%)、房贷(2%)","民营系",NA,NA,"易宝支付",1,1134,"zhimajinrong","2015.12","2014.09","10000.00万元","北京","NA","NA","停业"
"芝麻开门","zmkm","18%","1月标(70.0%)、天标(30.0%)","3000万元","不支持",NA,"用户资金托管托管机构为盛付通","100％本息保障","平台垫付","河北宝银担保有限公司(承保3000万)","个人信用贷(70%)、车贷(10%)、房贷(10%)、银行过桥(10%)","民营系",NA,NA,"盛付通",1,1407,"zhimakaimen",NA,NA,NA,NA,NA,NA,"1"
"知财网","izc","20%",NA,"500万元","支持","随时","无托管","保本保息，当天垫付","平台垫付",NA,"个人信用贷(1%)、车贷(90%)、房贷(9%)","民营系",NA,NA,NA,0,852,"zhicaiwang",NA,NA,NA,NA,NA,NA,"1"
"知麻开门","zmkm2",NA,NA,"5000万元","不支持","不可转让","无托管","保本保息","融资性担保公司",NA,"车贷(10%)、供应链(90%)","民营系",NA,NA,NA,0,2829,"zhimakaimen2",NA,NA,NA,NA,NA,NA,"1"
"知商金融","zsjr","14.5%","4-6月标(38.0%)、3月标(22.0%)等","10000万元","不支持","不可转让","无托管","风险准备金","风险准备金(3000万元)",NA,NA,"民营系",NA,NA,NA,0,2953,"zhishangjinrong",NA,NA,NA,NA,NA,NA,"1"
"指南针","znz","18.5%",NA,"5000万元","支持","不可转让","无托管","VIP保本保息","小贷公司、风险准备金(100万元)",NA,"车贷(80%)、房贷(20%)","民营系",NA,NA,NA,0,2196,"zhinanzhen","2016.03","2015.07","5000.00万元","山东","NA","NA","跑路"
"至鼎财富","zdcf2",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2960,"zhidingcaifu2","2015.04","2015.01","1000.00万元","山东","NA","NA","跑路"
"至尊宝","zzb",NA,"1月标(80.0%)、天标(20.0%)","1100万元","不支持","随时","无托管","保本保息","平台垫付、风险准备金(500万元)",NA,"车贷(80%)、房贷(20%)","民营系",NA,NA,NA,0,4018,"zhizunbao","2016.03","2015.02","1100.00万元","河南","NA","NA","跑路"
"致富贷","zfd","16%","2月标(30.0%)、1月标(30.0%)等","5000万元","支持","不可转让","无托管","保本保息","小贷公司、融资性担保公司、平台垫付",NA,"个人信用贷(30%)、车贷(30%)、房贷(30%)","民营系",NA,NA,NA,0,2726,"zhifudai","2016.05","2015.04","5000.00万元","广东","NA","NA","停业"
"致盛贷","zsd2",NA,NA,"5000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3376,"zhishengdai2","2014.1","2014.1","5000.00万元","四川","NA","NA","跑路"
"致雅财富","zycf2",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3289,"zhiyacaifu","2014.11","2013.07","1000.00万元","浙江","NA","NA","跑路"
"致盈贷","zyd","16%","2月标(40.0%)、1月标(40.0%)等","5000万元","不支持","1个月","无托管","风险备用金制，VIP保本保息","小贷公司",NA,"个人信用贷(30%)、房贷(70%)","民营系",NA,NA,NA,0,1558,"zhiyingdai",NA,NA,NA,NA,NA,NA,"1"
"智邦创投","zbct",NA,NA,"12万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2676,"zhibangchuangtou","2015.08","NA","12.00万元","浙江","NA","NA","跑路"
"智富360","zfsll","8.57%","6月标(57.2%)、3月标(23.4%)等","2000万元","支持","不可转让","用户资金托管托管机构为宝付网络科技（上海）有限公司","车辆抵押贷款的平台","风险准备金(301.1万元)",NA,"车贷(99%)",NA,NA,NA,"宝付网络科技（上海）有限公司",1,2136,"zhifusanliuling",NA,NA,NA,NA,NA,NA,"1"
"智富大管家","zfdgj","16.75%","3月标(52.7%)、1月标(34.9%)","1000万元","支持","不可转让","用户资金存管托管机构为宝付","第三方资金存管，资产抵押，保本保息，风险准备资金","小贷公司、平台垫付、保理公司、风险准备金(2000万元)",NA,"车贷(80%)、房贷(20%)","民营系",NA,NA,NA,1,1538,"zhifudaguanjia",NA,NA,NA,NA,NA,NA,"1"
"智汇贷","zhd8","17.4%","3月标(33.3%)、4-6月标(27.1%)等","3300万元","支持","随时","无托管","保本","小贷公司、平台垫付、风险准备金(500万元)",NA,"个人信用贷(80%)、银行过桥(20%)","民营系",NA,NA,NA,0,3417,"zhihuidai",NA,NA,NA,NA,NA,NA,"1"
"智慧蜂窝","zhfw","12%","3月标(20.0%)、1月标(15.0%)等","5000万元","不支持","不可转让","无托管","角色分散担保","P2P社群理财",NA,"企业信用贷(16%)、车贷(50%)、房贷(10%)、银行过桥(24%)","民营系",NA,NA,NA,0,3151,"zhihuifengwo",NA,NA,NA,NA,NA,NA,"1"
"智慧树金融","zhsjr","11%","1月标(34.0%)、2月标(33.0%)等","5000万元","支持","不可转让","无托管","VIP保本保息","非融资性担保公司",NA,"供应链(99%)","民营系",NA,NA,NA,0,1486,"zhihuishujinrong","2015.03","2015.01","5000.00万元","广东","NA","NA","跑路"
"智联财富","zlcf","18%",NA,"3000万元","支持","随时","无托管","质押物保障风险保证金保障",NA,NA,"车贷(80%)",NA,NA,NA,NA,0,1666,"zhiliancaifu",NA,NA,NA,NA,NA,NA,"1"
"智融财富","zrcf","21.57%","1月标(46.2%)、3月标(44.2%)等","5500万元","支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,337,"zhirongcaifu",NA,NA,NA,NA,NA,NA,"1"
"智融会","zrh","15%",NA,"5000万元","支持","随时","用户资金托管托管机构为环迅支付、风险准备金托管托管机构为环迅支付、用户资金存管托管机构为环迅支付、风险准备金存管托管机构为环迅支付",NA,"平台垫付",NA,"个人信用贷(5%)、车贷(10%)、房贷(70%)、银行过桥(10%)、供应链(5%)","民营系","2015.9.24深圳智融会参观考察报告【盈灿咨询】2015-09-24","环迅支付","环迅支付",1,1113,"zhironghui",NA,NA,NA,NA,NA,NA,"1"
"智投贷","ztd","10%","4-6月标(30.0%)、3月标(30.0%)等","10000万元","不支持","不可转让","无托管","资金链闭环","融资性担保公司",NA,"供应链(100%)","民营系",NA,NA,NA,0,3012,"zhitoudai",NA,NA,NA,NA,NA,NA,"1"
"智信创富","zxcf1","8.73%","3月标(48.7%)、6月标(34.5%)等","2000万元","支持","1个月","无托管","本息保障",NA,NA,"车贷(99%)","民营系",NA,NA,NA,0,2156,"zhixinchuangfu",NA,NA,NA,NA,NA,NA,"1"
"中E邦达","zebd",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,457,"zhongebangda","2014.03","2014.01","1000.00万元","广东","NA","NA","停业"
"中e财富","zecf","18%","1月标(100.0%)","5000万元","支持","随时","用户资金托管托管机构为双乾网络支付有限公司","无","平台垫付、风险准备金(1000万元)",NA,NA,"民营系",NA,NA,"双乾网络支付有限公司",1,1461,"zhongecaifu",NA,NA,NA,NA,NA,NA,"1"
"中安永恒财富","zayhcf",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2779,"zhonganyonghengcaifu","2015.06","2013.12","1000.00万元","北京","NA","NA","提现困难"
"中宝财富","zbcf","15%","3月标(50.0%)、2月标(40.0%)等","5500万元","支持","随时","无托管","抵押担保，融资担保公司担保，保本保息",NA,NA,"车贷(30%)、房贷(70%)","民营系",NA,NA,NA,0,385,"zhongbaocaifu",NA,NA,NA,NA,NA,NA,"1"
"中宝投资","zbtz",NA,NA,"1000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,54,"zhongbaotouzi","2014.03","2011年","100.00万元","浙江","51300.00万元","1062.00人","经侦介入"
"中贝金融","zbjr","13.5%","3月标(40.0%)、2月标(20.0%)等","1000万元","支持","不可转让","用户资金托管托管机构为易宝支付","风险保障金","借款人保证金",NA,"个人信用贷(20%)、车贷(40%)、房贷(40%)",NA,NA,NA,"易宝支付",1,1366,"zhongbeijinrong",NA,NA,NA,NA,NA,NA,"1"
"中财在线","zczx",NA,NA,"501万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,115,"zhongcaizaixian","2013.07","2012年","NA","湖北","3000.00万元","NA","提现困难"
"中潮金服","zcjf","19.89%","1月标(35.2%)、2月标(9.1%)等","10000万元","支持","随时","无托管","VIP保本保息","平台垫付",NA,"个人信用贷(65%)、车贷(20%)、房贷(10%)、银行过桥(5%)","民营系",NA,NA,NA,0,3955,"zhongchaojinfu",NA,NA,NA,NA,NA,NA,"1"
"中诚财富","zccf",NA,NA,"10000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2802,"zhongchengcaifu","2015.06","2015.01","10000.00万元","河南","NA","NA","提现困难"
"中储贷","zcd1","19%","3月标(80.0%)、2月标(10.0%)等","3001万元","支持","随时","用户资金托管托管机构为双乾网络支付有限公司、风险准备金托管托管机构为中国邮政储蓄银行","本息保障","融资性担保公司、平台垫付、风险准备金(5000万元)",NA,"个人信用贷(6%)、车贷(40%)、房贷(40%)、银行过桥(4%)、债券流转(5%)、供应链(5%)","民营系",NA,"中国邮政储蓄银行","双乾网络支付有限公司",1,1912,"zhongchudai",NA,NA,NA,NA,NA,NA,"1"
"中大财富","zdcf","29%",NA,"1000万元","支持","不可转让","无托管","100％本息保障","第三方担保公司+平台风险保障金、风险准备金(701万元)","广东环银投资集团有限责任公司(承保8000万)",NA,"民营系",NA,NA,NA,0,444,"zhongdacaifu","2015.01","2014.02","1000.00万元","广东","NA","NA","提现困难"
"中贷信创","zdxc",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2334,"zhongdaixinchuang","2014.01","NA","NA","广东","3700.00万元","NA","跑路"
"中鼎在线","zdzx","16.8%","2月标(80.0%)、1月标(20.0%)","20000万元","不支持","不可转让","用户资金托管托管机构为环迅支付","所有用户均保本保息","融资性担保公司",NA,"个人信用贷(15%)、房贷(85%)","民营系",NA,NA,"环迅支付",1,1259,"zhongdingzaixian",NA,NA,NA,NA,NA,NA,"1"
"中东资本","zdzb","10%","2月标(20.0%)、1月标(20.0%)等","1001万元","支持","1个月","用户资金托管托管机构为银生宝、风险准备金托管托管机构为银生宝","VIP保本保息","小贷公司、融资性担保公司、非融资性担保公司",NA,"车贷(20%)、房贷(50%)、供应链(30%)",NA,NA,"银生宝","银生宝",1,1590,"zhongdongziben","2016.03","2015.03","1001.00万元","河北","NA","NA","停业"
"中富国帮","zfgb",NA,NA,"5000万元","不支持","不可转让","用户资金托管托管机构为双乾支付","日付息，保本保息","融资性担保公司",NA,"房贷(45%)","民营系",NA,NA,"双乾支付",1,2765,"zhongfuguobang",NA,NA,NA,NA,NA,NA,"1"
"中富润德","zfrd",NA,NA,"5001万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2979,"zhongfurunde","2015.03","2011年","5001.00万元","北京","NA","NA","跑路"
"中庚财富","zgcf1",NA,NA,"8600万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2874,"zhonggengcaifu","2015.05","2014.11","8600.00万元","安徽","2405.94万元","NA","提现困难"
"中广财富","zgcf",NA,NA,"2000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2677,"zhongguangcaifu","2015.08","2014.12","2000.00万元","浙江","NA","NA","跑路"
"中广核富盈","zghfy","7.32%","6月标(83.0%)、4-6月标(5.1%)等","1000万元","支持","3个月","用户资金托管托管机构为快付通",NA,"信息中介",NA,"个人信用贷(28%)、车贷(24%)、银行过桥(6%)、供应链(5%)","民营系",NA,NA,"快付通",1,1050,"zhongguanghefuying",NA,NA,NA,NA,NA,NA,"1"
"中桂联投资","zgltz",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2805,"zhongguiliantouzi","2015.05","2015.05","1000.00万元","广西","NA","NA","跑路"
"中国二手车","zgesc",NA,NA,"100万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,227,"zhongguoershouche","2016.05","2013.05","100.00万元","浙江","NA","NA","停业"
"中国钱庄","zgqz","17%","1月标(40.0%)、2月标(30.0%)等","5000万元","支持","不可转让","用户资金托管托管机构为汇潮支付","VIP保本保息","小贷公司","君安泰投资(承保10000万)","个人信用贷(15%)、车贷(15%)、房贷(50%)、供应链(20%)","民营系",NA,NA,"汇潮支付",1,1539,"zhongguoqianzhuang",NA,NA,NA,NA,NA,NA,"1"
"中国融信贷","zgrxd","17.81%","3月标(90.6%)、1月标(5.3%)等","10000万元","支持","随时","用户资金托管托管机构为宝付资金托管","逾期可以转让债权",NA,NA,"个人信用贷(10%)、车贷(20%)、房贷(20%)、银行过桥(5%)、债券流转(1%)、供应链(1%)","民营系",NA,NA,"宝付资金托管",1,652,"zhongguorongxindai",NA,NA,NA,NA,NA,NA,"1"
"中海融通","zhrt",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2708,"zhonghairongtong","2015.06","2015.06","1000.00万元","山西","NA","NA","跑路"
"中海资本","zhzb","15%",NA,"5000万元","支持","随时","无托管","VIP保本保息","平台垫付",NA,NA,"民营系",NA,NA,NA,0,2667,"zhonghaiziben",NA,NA,NA,NA,NA,NA,"1"
"中航生意贷","zhsyd","15%","3月标(80.0%)、1月标(10.0%)","5000万元","不支持","3个月","无托管","第三方托管.合作机构担保","融资性担保公司、平台垫付",NA,NA,"民营系",NA,NA,NA,0,2077,"zhonghangshengyidai",NA,NA,NA,NA,NA,NA,"1"
"中浩信投","zhxt","14.23%","6月标(33.7%)、4-6月标(24.2%)等","1000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,860,"zhonghaoxintou",NA,NA,NA,NA,NA,NA,"1"
"中恒宝","zhb","12%","1月标(40.0%)、3月标(40.0%)等","1100万元","支持","随时","用户资金托管托管机构为乾多多","VIP保本保息","融资性担保公司","重庆通盛投资担保有限公司(承保5000万)、重庆通盛投资担保有限公司(承保5000万)","个人信用贷(99%)","民营系",NA,NA,"乾多多",1,1646,"zhonghengbao",NA,NA,NA,NA,NA,NA,"1"
"中恒盛业","zhsy",NA,NA,"10000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3045,"zhonghengshengye","2015.02","2013.05","10000.00万元","广东","NA","NA","跑路"
"中汇金融","zhjr1",NA,NA,"5000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,4059,"zhonghuijinrong","2016.02","NA","5000.00万元","山东","NA","NA","停业"
"中汇通投资","zhttz",NA,NA,"10000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2774,"zhonghuitongtouzi","2015.09","2015.08","10000.00万元","广西","NA","NA","跑路"
"中汇在线","zhzx","27.61%",NA,"3000万元","不支持","1个月","无托管","本金保障","投资管理公司、风险准备金",NA,NA,"民营系",NA,NA,NA,0,192,"zhonghuizaixian","2014.12","2013.07","2000.00万元","广东","26000.00万元","NA","提现困难"
"中金e贷","zjed","18%",NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,3941,"zhongjinedai","2015.08","2015.03","1000.00万元","广东","NA","NA","跑路"
"中金贷","zjd1","13.34%","3月标(36.9%)、1月标(32.4%)等","5000万元","支持","随时","无托管","融资性担保公司","融资性担保公司","北京中融联汇资产管理有限公司(承保10000万)、北京宝越融资担保有限公司(承保100000万)","车贷(20%)、房贷(60%)、债券流转(20%)","民营系",NA,NA,NA,0,971,"zhongjindai",NA,NA,NA,NA,NA,NA,"1"
"中金服","zjf","12%","2月标(30.0%)、1月标(30.0%)等","1000万元","支持","不可转让","无托管","风险备用金","融资性担保公司、平台垫付",NA,"个人信用贷(25%)、车贷(25%)、房贷(25%)、债券流转(25%)","民营系",NA,NA,NA,0,1739,"zhongjinfu","2015.07","NA","5000.00万元","上海","NA","NA","跑路"
"中金国泰","zjgt","9.3%","1月标(45.0%)、3月标(25.0%)等","10000万元","不支持","不可转让","用户资金托管托管机构为上海富友支付服务有限公司","保本保息、、风险准备金(1300万元)","融资性担保公司、平台垫付、风险准备金(1300万元)",NA,"车贷(1%)、供应链(98%)、商业保理(1%)",NA,NA,NA,"上海富友支付服务有限公司",1,3959,"zhongjinguotai",NA,NA,NA,NA,NA,NA,"1"
"中金普惠","zjph","9.13%","1月标(55.0%)、4-6月标(17.6%)等","10000万元","支持","3个月","无托管","100％房贷抵押标","小贷公司、风险准备金(500万元)",NA,"房贷(100%)","民营系",NA,NA,NA,0,937,"zhongjinpuhui",NA,NA,NA,NA,NA,NA,"1"
"中金在线","zjzx1",NA,"3月标(50.0%)、2月标(30.0%)等","2000万元","不支持","3个月","无托管","VIP保本保息","平台垫付",NA,"个人信用贷(10%)、车贷(40%)、房贷(40%)、银行过桥(10%)","民营系",NA,NA,NA,0,1506,"zhongjinzaixian1",NA,NA,NA,NA,NA,NA,"1"
"中科鼎贷","zkdd",NA,"1月标(50.0%)、2月标(30.0%)等","5882万元","支持","随时","无托管","VIP保本保息","小贷公司",NA,"企业信用贷(50%)、供应链(50%)",NA,NA,NA,NA,0,4274,"zhongkedingdai",NA,NA,NA,NA,NA,NA,"1"
"中联贷","zld","18%",NA,"10000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,1074,"zhongliandai","2016.01","2013.11","500.00万元","辽宁","NA","NA","停业"
"中联乐银","zlly",NA,NA,"500万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,132,"zhonglianleyin","2013.11","2013.02","NA","浙江","6000.00万元","NA","提现困难"
"中贸易融","zmyr",NA,NA,"500万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,224,"zhongmaoyirong","2014.11","2013.07","500.00万元","浙江","9372.30万元","1148.00人","提现困难"
"中纳资本","znzb","18%","1月标(50.0%)、2月标(30.0%)等","10000万元","支持","随时","无托管","保本保息","平台垫付",NA,"车贷(50%)、房贷(50%)","民营系",NA,NA,NA,0,2050,"zhongnaziben","2016.01","2015.05","10000.00万元","广东","NA","NA","跑路"
"中乾在线","zqzx","19%","2月标(50.0%)、1月标(50.0%)","10000万元","不支持","1个月","用户资金托管托管机构为汇付天下","VIP保本保息","融资性担保公司",NA,"车贷(20%)、房贷(30%)","民营系",NA,NA,"汇付天下",1,1128,"zhongqianzaixian","2016.03","2014.11","10000.00万元","贵州","NA","NA","跑路"
"中青创投","zqct",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3053,"zhongqingchuangtou","2015.02","2014.09","1000.00万元","河南","NA","NA","停业"
"中青金服","zqjf",NA,"2月标(50.0%)、1月标(50.0%)","3000万元","不支持","3个月","用户资金托管托管机构为广东华兴银行","VIP保本保息","融资性担保公司、平台垫付、保险公司、风险准备金(3000万元)",NA,"银行过桥(20%)、供应链(80%)","民营系",NA,NA,"广东华兴银行",1,3877,"zhongqingjinfu",NA,NA,NA,NA,NA,NA,"1"
"中仁财富","zhrcf","10.5%","1月标(80.0%)、3月标(20.0%)","10000万元",NA,NA,"用户资金托管托管机构为汇付天下",NA,NA,NA,"供应链(100%)","民营系",NA,NA,"汇付天下",1,3944,"zhongrencaifu",NA,NA,NA,NA,NA,NA,"1"
"中融宝","zrb","9.31%","3月标(49.6%)、1月标(18.8%)等","10000万元","不支持","随时","风险准备金托管托管机构为汇付天下",NA,"风险准备金",NA,NA,"民营系","2015.10.14济南中融宝参观考察报告【盈灿咨询】2015-10-15","汇付天下",NA,1,1005,"zhongrongbao",NA,NA,NA,NA,NA,NA,"1"
"中融财富","zrcf1","18%",NA,"1000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,357,"zhongrongcaifu","2014.08","2013.11","1000.00万元","四川","932.00万元","1516.00人","提现困难"
"中融钱邦","zrqb","9.8%","2月标(30.0%)、4-6月标(30.0%)等","1000万元","支持","6个月","用户资金托管托管机构为汇付天下有限公司","多重还款保障","保理公司",NA,"供应链(100%)",NA,NA,NA,"汇付天下有限公司",1,3929,"zhongrongqianbang",NA,NA,NA,NA,NA,NA,"1"
"中融速贷","zrsd",NA,NA,"500万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2679,"zhongrongsudai","2015.08","2015.02","500.00万元","江苏","NA","NA","跑路"
"中融通贷","zrtd","14.73%","3月标(78.4%)、1月标(2.0%)等","5000万元","不支持","不可转让","用户资金托管托管机构为贵州银行","100％本息保障","融资性担保公司",NA,"车贷(60%)、房贷(40%)","国资系",NA,NA,"贵州银行",1,3271,"zhongrongtongdai",NA,NA,NA,NA,NA,NA,"1"
"中融投","zrt","17.11%","2月标(57.9%)、3月标(26.3%)等","10000万元","支持","不可转让","用户资金托管托管机构为丰付托管","逾期15个工作日内启动风险备用金垫付本息，不足部分30日后担保人垫付剩余本息","非融资性担保公司、平台垫付、保险公司、风险准备金(2000万元)","帝尊集团(承保2000万)","车贷(55%)、房贷(45%)","民营系",NA,NA,"丰付托管",1,1623,"zhongrongtou",NA,NA,NA,NA,NA,NA,"1"
"中融易联","zryl","16%",NA,"5000万元","支持","不可转让","无托管","VIP保本保息","平台垫付",NA,"个人信用贷(10%)、车贷(60%)、房贷(30%)",NA,NA,NA,NA,0,1708,"zhongrongyilian","2015.06","2015.04","5000.00万元","山东","NA","NA","跑路"
"中融资本","zrzb",NA,NA,"1080万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3285,"zhongrongziben","2014.11","2012年","1080.00万元","浙江","NA","NA","提现困难"
"中瑞财富","zrcf2","7.42%","1月标(21.2%)、3月标(17.6%)等","12500万元","支持","随时","用户资金托管","1000万风险备用金","担保方实力雄厚、风险准备金(1000万元)",NA,"供应链(80%)","上市公司系",NA,NA,"有",1,663,"zhongruicaifu",NA,NA,NA,NA,NA,NA,"1"
"中润e在线","zrezx","13.2%",NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,3561,"zhongrunezaixian","2016.04","2015.11","1000.00万元","山东","NA","NA","跑路"
"中若财富","zrcf8",NA,"1月标(70.0%)、2月标(10.0%)等","5000万元","支持","随时","无托管","所有用户本息保障计划","非融资性担保公司、平台垫付",NA,"车贷(80%)、房贷(20%)","民营系",NA,NA,NA,0,2463,"zhongruocaifu","2016.02","2015.06","5000.00万元","广东","NA","NA","停业"
"中山投资","zstz",NA,NA,"500万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2736,"zhongshantouzi","2015.06","2014.11","500.00万元","浙江","NA","NA","提现困难"
"中盛金服","zsjf","16%","2月标(70.0%)、1月标(20.0%)等","5000万元","支持","2个月","无托管","全额本息担保","小贷公司、非融资性担保公司、平台垫付、风险准备金(2000万元)",NA,"个人信用贷(80%)","民营系",NA,NA,NA,0,2150,"zhongshengjinfu","2015.12","2015.03","5000.00万元","陕西","NA","NA","提现困难"
"中唐财富","ztcf","15%","2月标(80.0%)、4-6月标(20.0%)","1000万元","不支持","不可转让","无托管","VIP保本保息","平台垫付",NA,"个人信用贷(50%)、房贷(50%)",NA,NA,NA,NA,0,1502,"zhongtangcaifu",NA,NA,NA,NA,NA,NA,"1"
"中天易贷","ztyd","15%",NA,"3000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,1054,"zhongtianyidai",NA,NA,NA,NA,NA,NA,"1"
"中通国源","ztgy",NA,NA,"10000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,708,"zhongtongguoyuan","2016.05","2013.12","10000.00万元","北京","NA","NA","停业"
"中通融贷","ztrd",NA,"1月标(100.0%)","500万元","支持","不可转让","无托管","保本保息","平台垫付",NA,"车贷(99%)",NA,NA,NA,NA,0,1429,"zhongtongrongdai","2016.05","2014.1","500.00万元","广东","NA","NA","停业"
"中投摩根","ztmg","12%","2月标(60.0%)、3月标(40.0%)","10000万元","不支持","不可转让","用户资金托管托管机构为汇付天下","本息担保","融资性担保公司、风险准备金",NA,"车贷(10%)、房贷(80%)、供应链(10%)","民营系",NA,NA,"汇付天下",1,1724,"zhongtoumogen",NA,NA,NA,NA,NA,NA,"1"
"中投融","ztr","8%","2月标(15.0%)、1月标(15.0%)等","10000万元","支持","3个月","无托管","安心、稳健、财富增值","第三方保证","锦玉融资租赁（上海）有限公司(承保30000万)","车贷(100%)","民营系",NA,NA,NA,0,2786,"zhongtourong",NA,NA,NA,NA,NA,NA,"1"
"中投瑞银投资","ztrytz",NA,NA,"5000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3499,"zhongtouruiyintouzi","2015.11","2015.1","5000.00万元","海南","NA","NA","跑路"
"中网国投","zwgt","8.94%","6月标(28.0%)、4-6月标(18.7%)等","5000万元","不支持","不可转让","用户资金存管托管机构为江西银行、风险准备金存管托管机构为江西银行","风险备用金","平台垫付、风险准备金(230万元)",NA,"个人信用贷(100%)","民营系",NA,NA,NA,1,2871,"zhongwangguotou",NA,NA,NA,NA,NA,NA,"1"
"中祥金融","zxjr","21%","2月标(50.0%)、1月标(50.0%)","10000万元",NA,NA,"无托管","保本保息",NA,NA,NA,NA,NA,NA,NA,0,1215,"zhongxiangjinrong","2015.1","2014.12","10000.00万元","北京","NA","NA","停业"
"中鑫金服","zxjf","7.93%","2月标(35.7%)、3月标(35.7%)等","10000万元","支持","3个月","用户资金托管托管机构为易宝支付","VIP保本保息",NA,NA,"个人信用贷(10%)、债券流转(10%)、供应链(80%)",NA,NA,NA,"易宝支付",1,2235,"zhongxintourong",NA,NA,NA,NA,NA,NA,"1"
"中信e贷","zxed","17%",NA,"10000万元","支持","不可转让","无托管","用户保本保息，VIP优先垫付","平台垫付",NA,"个人信用贷(5%)、车贷(30%)、房贷(40%)、银行过桥(25%)","民营系",NA,NA,NA,0,1537,"zhongxinedai","2015.07","2015.01","10000.00万元","广西","NA","NA","跑路"
"中信创投","zxct",NA,NA,"100万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,454,"zhongxinchuangtou","2014.05","NA","NA","广东","NA","NA","跑路"
