"platName","compname","avg_revenue","投资期限","注册资金","自动投标","债权转让","资金托管","投标保障","保障模式","担保机构","业务类型","xingzhi","考察报告","risk_capital","user_capital","if_tuoguan","platId","allPlatPin","problem_time","online_tine","re_capital","origin","待收金额","涉及人数","event"
"1119贷","yyyjd","18%",NA,"1319万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,791,"yiyiyijiudai",NA,NA,NA,NA,NA,NA,"1"
"15贷","swd",NA,NA,"600万元","不支持","不可转让","无托管","VIP本息保障，非VIP垫付本金的80%","平台垫付",NA,"(100%)","民营系",NA,NA,NA,0,112,"shiwudai","2015.12","2012年","600.00万元","浙江","NA","NA","提现困难"
"1688易贷","ylbbyd","18%",NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,745,"yiliubabayidai",NA,NA,NA,NA,NA,NA,"1"
"168理财网","ylblcw","11.39%","6月标(59.3%)、4-6月标(19.3%)等","1000万元","支持","3个月","用户资金托管托管机构为汇付天下","专业担保机构担保","风险准备金、新三板股权质押",NA,"消费金融(20%)、车贷(50%)、供应链(30%)","民营系",NA,NA,"汇付天下",1,850,"yiliubalicaiwang",NA,NA,NA,NA,NA,NA,"1"
"178网贷","wd","14.73%","3月标(60.2%)、1月标(36.1%)等","10000万元","支持","随时","无托管","融资性担保公司进行担保","融资性担保公司","武汉市东西湖区中小企业担保有限公司(承保2000万)、湖北国众投资有限公司(承保2000万)","车贷(50%)、房贷(50%)","民营系",NA,NA,NA,0,1491,"wangdai",NA,NA,NA,NA,NA,NA,"1"
"1818优本财富","ybybybcf","10.93%","2月标(70.5%)、3月标(22.1%)等","5000万元","不支持","随时","用户资金托管托管机构为汇付天下","保本保息","融资性担保公司、非融资性担保公司、风险准备金(200万元)",NA,"车贷(1%)、房贷(27%)、银行过桥(72%)","民营系",NA,NA,"汇付天下",1,2651,"1818youbencaifu",NA,NA,NA,NA,NA,NA,"1"
"18亮点贷","sbldd",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3161,"shibaliangdiandai","2014.12","2014.12","1000.00万元","甘肃","NA","NA","诈骗"
"19贷","sjd1","13.8%",NA,"300万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,915,"shijiudai","2016.04","2014.1","300.00万元","北京","NA","NA","跑路"
"1号钱庄","yhqz","12%","2月标(30.0%)、1月标(30.0%)等","20000万元","支持","不可转让","无托管","本息保障",NA,NA,"个人信用贷(20%)、车贷(40%)、房贷(40%)","民营系",NA,NA,NA,0,2019,"yihaoqianzhuang",NA,NA,NA,NA,NA,NA,"1"
"1号投","yht1","11%",NA,"5000万元","不支持","2个月","无托管","风险备用金",NA,NA,NA,"民营系",NA,NA,NA,0,4396,"yihaotou",NA,NA,NA,NA,NA,NA,"1"
"21世纪财富","esysjcf","25%",NA,"6000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,861,"ershiyishijicaifu","2015.02","2014.09","6000.00万元","宁夏","NA","NA","停业"
"360贷贷网","sllddw","13.2%","4-6月标(43.5%)、1月标(38.8%)等","5000万元","支持","随时","无托管","全额本息担保","融资性担保公司、小贷公司",NA,NA,"民营系",NA,NA,NA,0,986,"sanliulingdaidaiwang",NA,NA,NA,NA,NA,NA,"1"
"360迪迪贷","sllddd","15%","1月标(100.0%)","1000万元",NA,"不可转让","无托管","100％保障金先行赔付",NA,NA,"房贷(80%)","民营系",NA,NA,NA,0,1223,"sanliulingdididai",NA,NA,NA,NA,NA,NA,"1"
"360金融","slljr","16.8%",NA,"1000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,459,"sanliulingjinrong",NA,NA,NA,NA,NA,NA,"1"
"365金融","slwjr",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,252,"sanliuwujinrong","2015.07","2013.09","10000.00万元","广东","NA","NA","提现困难"
"365易贷","slwyd","12.23%","1月标(42.6%)、6月标(3.1%)等","7616万元","支持","随时","无托管",NA,"风险准备金(2300万元)",NA,"车贷(90%)、房贷(10%)","民营系",NA,NA,NA,0,53,"sanliuwuyidai",NA,NA,NA,NA,NA,NA,"1"
"3a借贷","sajd",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2300,"sanajiedai","2013.11","2013.07","NA","山东","NA","NA","提现困难"
"51帮你","bn","14%","1月标(40.0%)、2月标(30.0%)等","3000万元","支持","不可转让","用户资金托管托管机构为易极付","风险备用金本息保障",NA,NA,"个人信用贷(1%)、车贷(99%)","民营系",NA,NA,"易极付",1,1483,"bangni",NA,NA,NA,NA,NA,NA,"1"
"51钱管家","51qgj","12%",NA,"10000万元","不支持",NA,"用户资金托管托管机构为汇付",NA,NA,NA,"消费金融(100%)",NA,NA,NA,"汇付",1,2718,"51qianguanjia",NA,NA,NA,NA,NA,NA,"1"
"51如易贷","wyryd","10.2%","3月标(81.8%)、1月标(12.7%)等","1000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,776,"wuyiruyidai",NA,NA,NA,NA,NA,NA,"1"
"51信托","wyxt","8%","2月标(40.0%)、4-6月标(25.0%)等","1000万元","不支持","随时","用户资金托管托管机构为易宝支付","暂无","挂钩信托",NA,NA,"民营系",NA,NA,"易宝支付",1,1962,"wuyixintuo",NA,NA,NA,NA,NA,NA,"1"
"527金融","weqjr","11%","3月标(40.0%)、2月标(20.0%)等","5270万元","不支持","不可转让","用户资金托管托管机构为联动优势","第三方资金托管","平台垫付",NA,"个人信用贷(30%)、车贷(30%)、房贷(40%)","民营系",NA,NA,"联动优势",1,4322,"wuerqijinrong",NA,NA,NA,NA,NA,NA,"1"
"52金融","wuerjr","18%","1月标(50.0%)、2月标(20.0%)等","3018万元","支持","不可转让","无托管","VIP保本保息","平台垫付",NA,"车贷(10%)、房贷(10%)、供应链(80%)","民营系",NA,NA,NA,0,1431,"wuerjinrong",NA,NA,NA,NA,NA,NA,"1"
"54贷客","wsdk","15%","3月标(57.0%)、1月标(34.0%)等","1000万元","支持","不可转让","用户资金托管托管机构为环迅支付","保本保息","平台垫付、实物抵押、风险准备金(100万元)",NA,"车贷(99%)","上市公司系",NA,NA,"环迅支付",1,2340,"wusidaike",NA,NA,NA,NA,NA,NA,"1"
"58money","wbm","16%","2月标(30.0%)、1月标(30.0%)等","10000万元","不支持","不可转让","无托管","VIP保本保息","融资性担保公司、平台垫付、风险准备金(10000万元)",NA,"个人信用贷(30%)、车贷(30%)、房贷(30%)","民营系",NA,NA,NA,0,2672,"58money",NA,NA,NA,NA,NA,NA,"1"
"58财福","wbcf1","11.6%","1月标(68.0%)、2月标(18.0%)等","5000万元","不支持","不可转让","用户资金托管托管机构为汇付天下","保本保息","风险准备金(770万元)",NA,NA,"民营系",NA,NA,"汇付天下",1,659,"wubacaifu",NA,NA,NA,NA,NA,NA,"1"
"58车贷","wbcd","18%","1月标(100.0%)","1000万元","支持","1个月","无托管","VIP保本保息","小贷公司、风险准备金(100万元)",NA,"车贷(99%)","民营系","2016.05.4湖南长沙58车贷参观考察报告【盈灿咨询】2016-05-04",NA,NA,0,1614,"wubachedai",NA,NA,NA,NA,NA,NA,"1"
"58钱管家","wbqgj",NA,NA,"6000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3310,"wubaqianguanjia","2015.1","2015.07","6000.00万元","黑龙江","NA","NA","提现困难"
"591车贷","wjycd",NA,NA,"万元","支持","不可转让","无托管","本金保障计划","融资性担保公司",NA,"车贷(50%)",NA,NA,NA,NA,0,2776,"wujiuyichedai","2015.12","2015.05","10000.00万元","福建","NA","NA","跑路"
"6000贷","lllld",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3550,"liulinglinglingdai","2015.11","NA","1000.00万元","广东","NA","NA","跑路"
"658金融网","lwbjrw",NA,NA,"4000万元","支持","不可转让","无托管","风控保障","系统风控",NA,"债券流转(99%)","民营系",NA,NA,NA,0,1421,"liuwubajinrongwang",NA,NA,NA,NA,NA,NA,"1"
"66财富","llcf1","13%","1月标(49.0%)、2月标(38.0%)等","5000万元","不支持","随时","无托管","100％本金保障","平台垫付",NA,"车贷(99%)、供应链(1%)","民营系",NA,NA,NA,0,1353,"liuliucaifu","2015.11","2014.1","5000.00万元","四川","NA","NA","停业"
"69贷","ljd","15.6%","1月标(60.0%)、天标(30.0%)等","150万元","不支持","随时","无托管","所有投资者保本保息","P2B",NA,"车贷(60%)、房贷(10%)、供应链(30%)","民营系",NA,NA,NA,0,1587,"liujiudai","2016.01","2014.12","5000.00万元","浙江","NA","NA","停业"
"6金所","ljs5",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,4177,"liujinsuo","2016.03","2015.08","1000.00万元","广东","NA","NA","跑路"
"756金融网","qwljrw","10.8%",NA,"100万元","支持","不可转让","用户资金托管托管机构为贝付科技，宝付科技","保本保息","股票期货配资模式、风险准备金(1000万元)",NA,"债券流转(99%)","民营系",NA,NA,"贝付科技，宝付科技",1,970,"qiwuliujinrongwang",NA,NA,NA,NA,NA,NA,"1"
"808信贷","blbxd","20.28%",NA,"2500万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,56,"balingbaxindai","2015.1","2011年","2500.00万元","江苏","NA","NA","提现困难"
"80资本","blzb","20%","1月标(40.0%)、天标(20.0%)等","3000万元","不支持","1个月","用户资金托管托管机构为汇付天下","100％本息偿还","融资性担保公司",NA,"个人信用贷(30%)、车贷(20%)、房贷(20%)、银行过桥(30%)","民营系",NA,NA,"汇付天下",1,1648,"balingziben",NA,NA,NA,NA,NA,NA,"1"
"87汇财","bqhc","8.5%","3月标(50.0%)、1月标(10.0%)","1000万元","不支持","不可转让","用户资金托管托管机构为宝付","87汇财从资金去向、组合配置、投资管理、交易流程、后台技术等全方位保障用户账户资金安全。","P2F",NA,"个人信用贷(100%)","民营系",NA,NA,"宝付",1,4101,"87huicai",NA,NA,NA,NA,NA,NA,"1"
"88财富网","bbcfw","7.91%",NA,"20000万元","不支持","不可转让","无托管","逾期16日根据约定进行本金、本息垫付","保险公司",NA,NA,"民营系",NA,NA,NA,0,538,"babacaifuwang",NA,NA,NA,NA,NA,NA,"1"
"91快车","jykc","14.5%","1月标(38.0%)、天标(23.0%)等","8000万元","支持","随时","无托管","本息担保","融资性担保公司",NA,NA,"民营系",NA,NA,NA,0,908,"jiuyikuaiche","2015.12","2014.09","8000.00万元","北京","NA","NA","跑路"
"91旺财","jywc","7.96%","1月标(62.6%)、4-6月标(15.7%)等","5000万元","支持","随时","用户资金托管托管机构为国付宝、风险准备金托管托管机构为盛付通","本息垫付","北京房产足值抵押",NA,"房贷(90%)","民营系",NA,"盛付通","国付宝",1,537,"jiuiyiwangcai",NA,NA,NA,NA,NA,NA,"1"
"999理财","jjjlc",NA,NA,"6000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,4069,"jiujiujiulicai","2016.02","NA","6000.00万元","广东","NA","NA","跑路"
"99财富","jjcf","11.6%","3月标(40.0%)、2月标(30.0%)等","5000万元","支持","随时","用户资金托管托管机构为双乾支付-乾多多","本息保障国资小额贷公司","小贷公司、融资性担保公司、","汉源农村小额贷款有限公司(承保50000万)","个人信用贷(20%)、车贷(20%)、房贷(60%)","民营系",NA,NA,"双乾支付-乾多多",1,1363,"jiujiucaifu",NA,NA,NA,NA,NA,NA,"1"
"A+理财","ajlc","15%","1月标(40.0%)、3月标(35.0%)等","6000万元","支持","不可转让","无托管","风险准备金","融资性担保公司、风险准备金(100万元)",NA,"个人信用贷(20%)、车贷(35%)、房贷(45%)","民营系",NA,NA,NA,0,3503,"ajialicai","2016.04","2015.11","6000.00万元","安徽","NA","NA","停业"
"AA金融","aajr","7.5%","3月标(80.0%)、4-6月标(10.0%)","10000万元","不支持","不可转让","用户资金托管托管机构为融宝支付","保本保息","小贷公司",NA,"供应链(100%)",NA,NA,NA,"融宝支付",1,4133,"aajinrong",NA,NA,NA,NA,NA,NA,"1"
"Aoao贷","aad",NA,NA,"2000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,539,"aoaodai",NA,NA,NA,NA,NA,NA,"1"
"A资本","azb3","12%","1月标(80.0%)、3月标(15.0%)等","5000万元","支持","1个月","用户资金托管托管机构为汇潮支付","VIP本息保障","平台垫付",NA,"供应链(100%)","民营系",NA,NA,"汇潮支付",1,2540,"aziben","2016.02","2015.03","5000.00万元","上海","NA","NA","停业"
"COLA贷","cola","12%",NA,"5000万元","不支持","不可转让","用户资金托管托管机构为汇潮支付","VIP保本保息","小贷公司、平台垫付、风险准备金(100万元)",NA,"个人信用贷(20%)、车贷(50%)、房贷(30%)",NA,NA,NA,"汇潮支付",1,1696,"cola","2015.07","2015.02","100.00万元","广东","NA","NA","提现困难"
"D1金融","dyjr",NA,NA,"11000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3368,"dyijinrong","2014.1","NA","NA","上海","NA","NA","跑路"
"E贝贷","ebd","13%",NA,"5000万元","不支持","随时","用户资金托管托管机构为环迅支付","保本保息","平台垫付、风险准备金(5000万元)",NA,"个人信用贷(20%)、车贷(20%)、房贷(20%)、银行过桥(10%)、债券流转(20%)、供应链(10%)","民营系",NA,NA,"环迅支付",1,1999,"ebeidai","2016.03","2014.12","5000.00万元","广东","NA","NA","停业"
"e葱金融","ecjr",NA,"天标(100.0%)","5000万元","支持",NA,"用户资金托管托管机构为环迅支付",NA,NA,NA,"房贷(100%)","民营系",NA,NA,"环迅支付",1,4182,"econgjinrong",NA,NA,NA,NA,NA,NA,"1"
"e贷51","ydwy",NA,"2月标(60.0%)、3月标(30.0%)等","1000万元","不支持","不可转让","用户资金托管托管机构为联动优势科技有限公司","小贷公司商铺自主营运，缴纳商户保证金保障，平台监管","小贷公司、风险准备金(80万元)",NA,"车贷(60%)、房贷(40%)","民营系",NA,NA,"联动优势科技有限公司",1,4178,"yidaiwuyi",NA,NA,NA,NA,NA,NA,"1"
"E贷网","edw3",NA,NA,"万元","不支持","不可转让","无托管","保本保息","小贷公司",NA,"车贷(40%)、房贷(40%)、供应链(20%)",NA,NA,NA,NA,0,4294,"edaiwang","2016.05","2014.09","1000.00万元","广东","NA","NA","提现困难"
"E借通","ejt","18%",NA,"200万元",NA,"不可转让","用户资金托管托管机构为乾多多",NA,"小贷公司",NA,"车贷(90%)、房贷(10%)","民营系",NA,NA,"乾多多",1,1020,"ejietong","2016.04","2014.09","200.00万元","河北","NA","NA","停业"
"e快钱","ekq","15%",NA,"5000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,831,"ekuaiqian","2016.02","2014.07","5000.00万元","北京","NA","NA","停业"
"e路财富","elcf","9.2%","4-6月标(40.0%)、3月标(20.0%)等","3000万元","支持","不可转让","无托管","保本保息","融资性担保公司、平台垫付、国企全额担保",NA,"个人信用贷(50%)","国资系",NA,NA,NA,0,2882,"elucaifu",NA,NA,NA,NA,NA,NA,"1"
"e路同心","eltx","8.64%","6月标(33.6%)、3月标(16.4%)等","20000万元","支持","1个月","风险准备金托管托管机构为华润银行","本息保障","小贷公司、融资性担保公司、风险准备金(3000万元)",NA,"个人信用贷(20%)、车贷(20%)、房贷(30%)、供应链(30%)","国资系",NA,"华润银行",NA,1,2219,"elutongxin",NA,NA,NA,NA,NA,NA,"1"
"e趣钱袋","eqqd","11%","1月标(60.0%)、2月标(40.0%)","5000万元","支持","不可转让","无托管","保本保息","非融资性担保公司、平台垫付、风险准备金(1000万元)",NA,"房贷(100%)","民营系","2015.12.16上海e趣钱袋参观考察报告【盈灿咨询】2015-12-16",NA,NA,0,2072,"equqiandai",NA,NA,NA,NA,NA,NA,"1"
"e人e贷","ered","13.73%","1月标(53.9%)、2月标(12.1%)","5000万元","支持","随时","用户资金托管托管机构为徽商银行","第三方支付平台托管","债权人回购及第三方担保机构全额担保",NA,"房贷(80%)、银行过桥(20%)","民营系",NA,NA,"徽商银行",1,631,"erenedai",NA,NA,NA,NA,NA,NA,"1"
"e融e贷","ered3",NA,NA,"512612万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,4257,"erongedai",NA,NA,NA,NA,NA,NA,"1"
"e融所","ers","10%","2月标(24.0%)、4-6月标(21.0%)等","10000万元","支持","3个月","用户资金托管托管机构为双乾网络","风险保障金垫付本息","平台垫付、风险准备金(1000万元)",NA,"票据(20%)、车贷(10%)、房贷(20%)、供应链(50%)","上市公司系",NA,NA,"双乾网络",1,3596,"erongsuo",NA,NA,NA,NA,NA,NA,"1"
"e融在线","erzx","22%",NA,"1000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,329,"erongzaixian","2016.05","2013.09","1000.00万元","江苏","NA","NA","跑路"
"e生财富","escf","19%",NA,"5000万元","不支持","随时","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,259,"eshengcaifu","2016.04","2013.09","5000.00万元","广东","NA","NA","提现困难"
"e速贷","esd1","13.02%","1月标(68.0%)、3月标(9.2%)等","9250万元","支持","2个月","风险准备金托管托管机构为广东南粤银行","VIP会员保本息，普通会员保本金","非融资性担保公司、风险准备金(3000万元)",NA,"个人信用贷(5%)、车贷(35%)、房贷(60%)","民营系","2015.6.11广东惠州e速贷参观考察报告【盈灿咨询】2015-06-11","广东南粤银行",NA,1,58,"esudai","2016.05","2010年","9250.00万元","广东","NA","NA","经侦介入"
"e微贷","ewd","10.72%","1月标(30.8%)、6月标(25.1%)等","5000万元","不支持","随时","用户资金托管托管机构为钱管家","出租方回购保障，租赁受益权管理机构本息保障","融资租赁",NA,"融资租赁(100%)","民营系",NA,NA,"钱管家",1,566,"eweidai",NA,NA,NA,NA,NA,NA,"1"
"e兴金融","exjr","11.2%",NA,"3000万元","支持","随时","用户资金托管托管机构为乾多多","vip保本保息","融资性担保公司",NA,NA,"国资系",NA,NA,"乾多多",1,2144,"exingjinrong",NA,NA,NA,NA,NA,NA,"1"
"e元贷","eyd5","16%","2月标(50.0%)、3月标(40.0%)等","1000万元","不支持","随时","无托管","VIP保本保息、风险备用金","小贷公司、平台垫付",NA,"个人信用贷(99%)、供应链(1%)","民营系",NA,NA,NA,0,2172,"eyuandai",NA,NA,NA,NA,NA,NA,"1"
"e周行","ezx",NA,"3月标(60.0%)、2月标(34.0%)等","3000万元","不支持","不可转让","用户资金托管托管机构为易宝支付","风险准备金",NA,NA,NA,"民营系",NA,NA,"易宝支付",1,1994,"ezhouxing",NA,NA,NA,NA,NA,NA,"1"
"e租宝","ezb","13%",NA,"10000万元","不支持","随时","无托管","融资担保公司提供担保，融资租赁公司承担连带责任，保理公司承诺对债权转让项目中债权无条件赎回","融资性担保公司","五河县中小企业融资担保公司（全资国有）(承保118980万)、固镇县中小企业融资担保有限公司（全资国有）(承保150000万)、蚌埠市龙子湖中小企业融资担保公司（全资国有）(承保150000万)","债券流转(99%)、供应链(1%)","民营系",NA,NA,NA,0,1442,"ezubao","2015.12","2014.07","10000.00万元","北京","NA","NA","经侦介入"
"hello金融","hjr",NA,NA,"3000万元","不支持","随时","无托管","保本保息","平台垫付、风险准备金(500万元)",NA,"车贷(10%)、房贷(10%)、供应链(80%)",NA,NA,NA,NA,0,2457,"hellojinrong","2016.04","2015.06","3000.00万元","陕西","NA","NA","停业"
"Hi投吧","htb","19.8%","1月标(52.0%)、3月标(24.0%)等","5000万元","支持","不可转让","无托管","到期债权回购","融资性担保公司",NA,"个人信用贷(5%)、车贷(90%)、房贷(5%)","民营系",NA,NA,NA,0,378,"hitouba","2016.02","2013.1","5000.00万元","广东","NA","NA","提现困难"
"IN财富","incf",NA,NA,"5000万元","支持","不可转让","用户资金托管托管机构为汇付天下","保本保息","小贷公司",NA,"车贷(100%)","民营系",NA,NA,"汇付天下",1,4284,"incaifu",NA,NA,NA,NA,NA,NA,"1"
"i钱客","iqk675","20%","4-6月标(88.0%)、1月标(4.7%)等","5000万元","不支持","随时","风险准备金托管托管机构为国付宝信息科技有限公司","第三方担保公司100％本息保障",NA,NA,"个人信用贷(20%)、车贷(10%)、房贷(40%)、供应链(20%)","民营系",NA,"国付宝信息科技有限公司",NA,1,1294,"iqianke675",NA,NA,NA,NA,NA,NA,"1"
"mM贷","mmd9","10%",NA,"5000万元","不支持","不可转让","无托管","保本保息","风险准备金(556389万元)",NA,"车贷(30%)、房贷(45%)、供应链(25%)",NA,NA,NA,NA,0,3612,"mmdai",NA,NA,NA,NA,NA,NA,"1"
"MoneyHome","mh","9.5%","1月标(30.0%)、4-6月标(30.0%)等","5000万元",NA,"随时","用户资金托管托管机构为新浪托管",NA,"保险公司",NA,"车贷(50%)、供应链(50%)","国资系",NA,NA,"新浪托管",1,3230,"moneyhome",NA,NA,NA,NA,NA,NA,"1"
"my标客","mbk","23.31%",NA,"500万元","支持","不可转让","无托管","本息保障","非融资性担保公司",NA,"(100%)","民营系",NA,NA,NA,0,145,"mybiaoke",NA,NA,NA,NA,NA,NA,"1"
"ok贷","od",NA,"1月标(35.0%)、2月标(30.0%)等","2000万元","支持","随时","用户资金托管托管机构为中金支付","自愿认缴风险保障金，已缴纳用户平台先行垫付；未缴纳用户平台全程代催收，90天后回购债权","平台垫付",NA,"车贷(20%)、房贷(80%)","民营系",NA,NA,"中金支付",1,687,"okdai",NA,NA,NA,NA,NA,NA,"1"
"PPmoney万惠","ppmoney","8.66%","3月标(99.3%)","15000万元","支持","1个月","用户资金托管托管机构为民生银行","本息保障","小贷公司、融资性担保公司、保险公司、风险准备金(5000万元)",NA,NA,"民营系",NA,NA,"民生银行",1,498,"ppmoney",NA,NA,NA,NA,NA,NA,"1"
"U车贷","ucd","16%",NA,"1000万元","支持","随时","无托管","VIP保本保息","风险准备金(100万元)",NA,"车贷(90%)","民营系",NA,NA,NA,0,3163,"uchedai",NA,NA,NA,NA,NA,NA,"1"
"U我金融","uwjr","11%","3月标(30.0%)、2月标(10.0%)等","3000万元",NA,NA,"用户资金托管托管机构为双乾支付",NA,NA,NA,NA,NA,NA,NA,"双乾支付",1,3549,"uwojinrong",NA,NA,NA,NA,NA,NA,"1"
"V5金融","vwjr","22%","1月标(100.0%)","1000万元","支持","不可转让","无托管","线下垫付、逾期保证金","非融资性担保公司、线下垫付",NA,"个人信用贷(50%)、车贷(50%)","民营系",NA,NA,NA,0,1096,"vwujinrong",NA,NA,NA,NA,NA,NA,"1"
"阿凡达e贷","afded","8%","3月标(45.0%)、1月标(10.0%)","3000万元","支持","1个月","用户资金托管托管机构为民生电商","VIP保本","小贷公司、风险准备金(2000万元)",NA,"车贷(50%)、房贷(50%)","民营系",NA,NA,"民生电商",1,2195,"afandaedai",NA,NA,NA,NA,NA,NA,"1"
"阿拉贷","ald",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2312,"aladai","2013.11","2011年","NA","浙江","NA","NA","提现困难"
"阿拉丁金服","aldjf",NA,"4-6月标(20.0%)、3月标(18.0%)等","5000万元","不支持","不可转让","用户资金托管托管机构为富友支付","央企、国企提供本息保障","保理公司、融资租赁",NA,"供应链(20%)、融资租赁(30%)、商业保理(50%)","国资系",NA,NA,"富友支付",1,4291,"aladingjinfu",NA,NA,NA,NA,NA,NA,"1"
"阿朋贷","apd1","11.57%","1月标(73.2%)、3月标(12.7%)等","5000万元","不支持","不可转让","用户资金托管托管机构为新浪支付","风险备用金保障",NA,NA,NA,"民营系",NA,NA,"新浪支付",1,601,"apengdai",NA,NA,NA,NA,NA,NA,"1"
"艾瑞贷","ard",NA,NA,"10万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2413,"airuidai","2015.07","2015.03","1000.00万元","浙江","NA","NA","提现困难"
"爱本地","abd2","10%",NA,"5000万元","支持","随时","无托管","融资性担保公司、风险准备金","风险准备金(312万元)",NA,"个人信用贷(10%)、车贷(10%)、房贷(70%)、银行过桥(10%)","民营系",NA,NA,NA,0,2910,"aibendi",NA,NA,NA,NA,NA,NA,"1"
"爱财得","acd",NA,"3月标(25.0%)、1月标(15.0%)","1000万元","支持","1个月","无托管","VIP保本保息","小贷公司、融资性担保公司、平台垫付、风险准备金(500万元)","河南铭信信用担保公司(承保500万)","车贷(30%)、房贷(70%)","民营系",NA,NA,NA,0,4290,"aicaide",NA,NA,NA,NA,NA,NA,"1"
"爱财狼","acl","8.5%","1月标(30.0%)、3月标(30.0%)等","9800万元","不支持","不可转让","无托管","第三方合作公司回购","第三方回购、风险准备金(270万元)",NA,"供应链(100%)","民营系",NA,NA,NA,0,2697,"aicailang",NA,NA,NA,NA,NA,NA,"1"
"爱财网","acw","8.2%","2月标(62.0%)、1月标(20.0%)等","1000万元","支持","随时","无托管",NA,"收益权转让",NA,NA,"民营系",NA,NA,NA,0,1494,"aicaiwang","2016.01","2014.1","1000.00万元","上海","NA","NA","停业"
"爱财有道","acyd","9%","3月标(40.0%)、1月标(30.0%)","5000万元","不支持","不可转让","无托管","100％本息保障","融资性担保公司、平台垫付、风险准备金(10000万元)",NA,"车贷(50%)、供应链(50%)","民营系",NA,NA,NA,0,2404,"aicaiyoudao",NA,NA,NA,NA,NA,NA,"1"
"爱财在线","imoney","14%","3月标(30.0%)、4-6月标(25.0%)等","1000万元","支持","1个月","用户资金托管托管机构为环讯支付、风险准备金托管托管机构为中国光大银行","保本保息","融资性担保公司",NA,"个人信用贷(10%)、车贷(30%)、房贷(40%)、供应链(20%)","民营系","2015.10.15广州爱财在线参观考察报告【盈灿咨询】2015-10-15","中国光大银行","环讯支付",1,1055,"aicaizaixian",NA,NA,NA,NA,NA,NA,"1"
"爱达财富","adcf","10%",NA,"1000万元",NA,NA,"无托管",NA,"融资性担保公司",NA,NA,"民营系",NA,NA,NA,0,968,"aidacaifu",NA,NA,NA,NA,NA,NA,"1"
"爱贷金服","adjf","16%","3月标(12.0%)、4-6月标(8.5%)等","500万元","不支持","1个月","用户资金托管托管机构为国付宝","本息担保或本金担保","投融资信息平台",NA,"个人信用贷(1%)、房贷(99%)","民营系",NA,NA,"国付宝",1,3936,"aidaijinfu",NA,NA,NA,NA,NA,NA,"1"
"爱贷网","adw","15.7%","2月标(40.0%)、4-6月标(35.0%)等","5000万元","支持","不可转让","无托管","官方标逾期当天垫付本息，净值标逾期3天垫付本金","平台垫付、风险准备金",NA,"个人信用贷(30%)、车贷(40%)、房贷(30%)","民营系",NA,NA,NA,0,143,"aidaiwang",NA,NA,NA,NA,NA,NA,"1"
"爱当宝","adb1",NA,"2月标(30.0%)、1月标(20.0%)等","200万元","不支持","不可转让","用户资金托管托管机构为联动优势","100％实物抵押","融资性担保公司、民品抵押",NA,"车贷(10%)、房贷(5%)","民营系",NA,NA,"联动优势",1,2606,"aidangbao",NA,NA,NA,NA,NA,NA,"1"
"爱定投","adt","12%",NA,"10000万元","不支持","不可转让","无托管","100％本息保障","融资性担保公司、平台垫付",NA,NA,NA,NA,NA,NA,0,3406,"aidingtou","2016.01","2014.1","10000.00万元","北京","NA","NA","提现困难"
"爱鸿森","ihs","11.96%","3月标(36.4%)、2月标(24.2%)等","3000万元","支持","不可转让","无托管","回购债权","融资性担保公司、平台垫付",NA,"个人信用贷(10%)、房贷(20%)、供应链(70%)","民营系",NA,NA,NA,0,609,"hongsencaifu",NA,NA,NA,NA,NA,NA,"1"
